,name,year,price,kms,fuel,seller_type,transmission,owner,mileage,engine_cc,horsepower,torque,seats,cluster
270,Toyota Innova 2.5 GX 7 STR,2011.0,48000.0,120000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,3
271,Mahindra Thar CRDe,2017.0,78000.0,35000.0,Diesel,Individual,Manual,First Owner,16.0,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,3
276,Mahindra Scorpio LX,2011.0,40400.0,122358.0,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,9.0,3
277,Tata Sumo Gold EX BSIII,2015.0,50000.0,75000.0,Diesel,Individual,Manual,First Owner,14.0,2956.0,69.0,223Nm@ 1600-2200rpm,7.0,3
285,Tata New Safari DICOR 2.2 EX 4x2,2011.0,45000.0,80000.0,Diesel,Individual,Manual,Third Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,3
286,Mahindra Bolero SLE,2009.0,40000.0,170000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
287,Mahindra Bolero DI DX 7 Seater,2007.0,21000.0,207890.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
297,Mahindra Bolero 2011-2019 ZLX,2014.0,50999.9,120000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013.0,80000.0,160000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,8.0,3
330,Toyota Innova 2.5 V Diesel 8-seater,2007.0,40400.0,120000.0,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,3
358,Mahindra XUV500 W8 2WD,2012.0,68000.0,93000.0,Diesel,Dealer,Manual,First Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
359,Toyota Innova 2.5 V Diesel 7-seater,2008.0,32500.0,80000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,3
361,Hyundai Elantra SX AT,2013.0,69000.0,68000.0,Petrol,Dealer,Automatic,First Owner,14.0,1797.0,147.0,177.5Nm@ 4700rpm,5.0,3
373,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
379,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,75000.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,7.0,3
391,Honda CR-V 2.4L 4WD AT,2009.0,50000.0,120000.0,Petrol,Individual,Automatic,Second Owner,11.0,2354.0,158.0,218Nm@ 4200rpm,5.0,3
394,Toyota Innova 2.5 G1 Diesel 8-seater,2005.0,25000.0,240000.0,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,3
412,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
418,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,75000.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,7.0,3
432,Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,84000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
435,Toyota Innova 2.5 V Diesel 7-seater,2008.0,57000.0,134000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,3
447,Tata Safari DICOR 2.2 LX 4x2,2012.0,39000.0,80000.0,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,3
457,Mahindra Bolero 2011-2019 SLE,2015.0,37500.0,80000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
461,Toyota Innova 2.5 G (Diesel) 7 Seater,2012.0,73000.0,250000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
463,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015.0,105000.0,120000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
468,Toyota Fortuner 4x2 AT,2015.0,200000.0,60000.0,Diesel,Individual,Automatic,First Owner,12.0,2982.0,168.0,360Nm@ 1400-3200rpm,7.0,3
470,Toyota Fortuner 4x2 AT,2015.0,190000.0,130000.0,Diesel,Individual,Automatic,First Owner,12.0,2982.0,168.0,360Nm@ 1400-3200rpm,7.0,3
471,Chevrolet Captiva LT,2011.0,50000.0,99500.0,Diesel,Individual,Manual,Third Owner,11.0,1991.0,147.0,320Nm@ 2000rpm,7.0,3
506,Tata New Safari DICOR 2.2 VX 4x2,2009.0,25000.0,146000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,3
515,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012.0,32000.0,80000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180Nm@ 1440-1500rpm,8.0,3
543,Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,100000.0,190000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,8.0,3
544,Mahindra Bolero SLX,2010.0,49500.0,100000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
548,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
577,Mahindra Scorpio 1.99 S10,2016.0,110000.0,100000.0,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,3
579,Mahindra XUV500 W4,2014.0,60500.0,80000.0,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
584,Mahindra Bolero 2011-2019 SLX,2012.0,50000.0,76000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
587,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,56100.0,170000.0,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,3
588,Mitsubishi Pajero Sport 4X4,2013.0,95000.0,181491.0,Diesel,Dealer,Manual,First Owner,13.0,2477.0,175.0,400Nm@ 2000-2500rpm,7.0,3
595,Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,135000.0,94385.0,Diesel,Dealer,Manual,First Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,8.0,3
600,Toyota Fortuner 2.8 2WD MT,2013.0,150000.0,148120.0,Diesel,Dealer,Manual,First Owner,14.0,2755.0,174.0,420Nm@ 1400-2600rpm,7.0,3
603,Tata Aria Pride,2011.0,33700.0,142000.0,Diesel,Individual,Manual,Third Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,3
609,Mahindra Bolero SLX,2011.0,40999.9,50000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
622,Tata Safari Storme EX,2016.0,65000.0,50000.0,Diesel,Individual,Manual,Third Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
627,Mahindra Bolero 2011-2019 SLX,2014.0,60000.0,50000.0,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
628,Honda Accord V6 AT,2004.0,27500.0,100000.0,Petrol,Individual,Automatic,Second Owner,9.0,2997.0,218.0,196Nm@ 5000rpm,5.0,3
632,Mahindra Scorpio S10 7 Seater,2016.0,110000.0,60000.0,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,3
637,Mahindra Bolero 2011-2019 DI - AC BS III,2017.0,70000.0,70000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,3
640,Mahindra Thar CRDe,2016.0,63000.0,101000.0,Diesel,Individual,Manual,First Owner,16.0,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,3
641,Mahindra Xylo E4 BS IV,2010.0,22999.9,168000.0,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,7.0,3
642,Mahindra Xylo E4 BS IV,2010.0,22999.9,168000.0,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,7.0,3
649,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
655,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,75000.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,7.0,3
668,Mahindra Thar CRDe AC,2014.0,70000.0,40000.0,Diesel,Individual,Manual,Second Owner,16.0,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,3
682,Toyota Fortuner 4x2 4 Speed AT,2012.0,122500.0,160000.0,Diesel,Individual,Automatic,First Owner,11.0,2982.0,169.0,343Nm@ 1400-3400rpm,7.0,3
686,Mahindra Bolero 2011-2019 SLE,2013.0,33000.0,136000.0,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
694,Mahindra Xylo D2 BS IV,2011.0,20000.0,120000.0,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,220Nm at 1400-2600 rpm,8.0,3
697,Mahindra Bolero 2011-2019 DI BSIII,2014.0,35000.0,167000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180Nm@ 1440-1500rpm,8.0,3
701,Mahindra Xylo E6,2011.0,27000.0,70000.0,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,7.0,3
703,Mahindra Bolero DI DX 8 Seater,2008.0,25000.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,8.0,3
710,Mahindra Bolero DI DX 8 Seater,2009.0,27000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,8.0,3
711,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014.0,60000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.0,2499.0,72.0,171Nm@ 1800rpm,9.0,3
715,Mahindra Scorpio M2DI,2011.0,42000.0,100000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,3
716,Honda CR-V 2.4 4WD AT,2007.0,32500.0,70000.0,Petrol,Individual,Automatic,Second Owner,10.0,2354.0,152.0,215Nm@ 3600rpm,5.0,3
722,Mahindra Bolero 2011-2019 SLE,2012.0,40000.0,120000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
724,Mahindra Bolero 2011-2019 Plus AC,2016.0,55000.0,120000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195Nm@ 1440-2200rpm,9.0,3
726,Mahindra Bolero PLUS AC BSIII,2011.0,32000.0,175000.0,Diesel,Individual,Manual,Third Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
727,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011.0,32000.0,175000.0,Diesel,Individual,Manual,Third Owner,15.0,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,3
734,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012.0,34000.0,110000.0,Diesel,Individual,Manual,Second Owner,15.0,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,3
735,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007.0,16000.0,120000.0,Diesel,Individual,Manual,Third Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,9.0,3
736,Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,75000.0,50000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
751,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012.0,54000.0,90000.0,Diesel,Individual,Manual,Third Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,3
752,Toyota Innova 2.5 E Diesel MS 8-seater,2008.0,29000.0,126000.0,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,3
755,Mahindra Scorpio 2.6 CRDe SLE,2011.0,44100.0,70000.0,Diesel,Individual,Manual,Second Owner,10.0,2609.0,120.0,290Nm@ 1800-2800rpm,7.0,3
764,Mahindra Xylo D2,2011.0,25000.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,220Nm at 1400-2600 rpm,8.0,3
765,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,60000.0,120000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,3
770,Mahindra Xylo D4 BSIV,2012.0,35000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,8.0,3
772,Mahindra Scorpio S2 7 Seater,2015.0,68000.0,90000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,75.0,200Nm@ 1400-2200rpm,7.0,3
775,Mahindra Scorpio M2DI,2011.0,45000.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,3
778,Ford Endeavour Hurricane Limited Edition,2013.0,107500.0,110000.0,Diesel,Individual,Automatic,Third Owner,12.0,2953.0,156.0,380Nm(38.7kgm)@ 2500rpm,7.0,3
781,Mahindra XUV500 W8 2WD,2014.0,65000.0,90000.0,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
783,Mahindra Bolero SLX 2WD BSIII,2009.0,29000.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
784,Mahindra Scorpio 2.6 SPORTZ CRDe,2006.0,22000.0,120000.0,Diesel,Individual,Manual,Second Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,3
787,Mahindra Bolero ZLX BSIII,2003.0,15000.0,132478.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
793,Mahindra XUV500 W6 2WD,2014.0,81000.0,100000.0,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
795,Chevrolet Tavera Neo 3 LS 10 Str,2016.0,40999.9,60000.0,Diesel,Individual,Manual,Second Owner,12.0,1994.0,105.0,263.7Nm@ 2500rpm,10.0,3
816,Mahindra Bolero VLX CRDe,2011.0,45000.0,100000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
820,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014.0,101999.9,88000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
838,Tata Sumo Gold EX BSIII,2017.0,40000.0,140000.0,Diesel,Individual,Manual,First Owner,14.0,2956.0,69.0,223Nm@ 1600-2200rpm,7.0,3
851,Mahindra Scorpio SLE BSIV,2011.0,40000.0,110000.0,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,3
875,Mahindra Xylo H4,2016.0,40000.0,140000.0,Diesel,Individual,Manual,Second Owner,14.0,2179.0,118.0,280Nm@ 2400-2800rpm,7.0,3
877,Mahindra Xylo H4,2014.0,48000.0,120000.0,Diesel,Individual,Manual,Second Owner,14.0,2179.0,118.0,280Nm@ 2400-2800rpm,7.0,3
883,Mahindra Scorpio Getaway,2016.0,75000.0,120000.0,Diesel,Individual,Manual,First Owner,11.0,2179.0,120.0,280Nm@ 1800-2800rpm,5.0,3
886,Mahindra Bolero DI Non AC BSIII,2010.0,32000.0,300000.0,Diesel,Individual,Manual,Third Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
890,Mahindra Bolero 2011-2019 SLX,2016.0,62500.0,90000.0,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
891,Mahindra Scorpio 1.99 S10,2017.0,130000.0,50000.0,Diesel,Individual,Manual,Second Owner,15.0,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,3
894,Mahindra Bolero SLX,2010.0,42100.0,120000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
903,Toyota Innova 2.5 G4 Diesel 7-seater,2009.0,39500.0,200000.0,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,3
904,Toyota Fortuner 3.0 Diesel,2010.0,80000.0,125000.0,Diesel,Individual,Manual,Second Owner,11.0,2982.0,171.0,343Nm@ 1400-3400rpm,7.0,3
924,Mahindra TUV 300 Plus P4 BSIV,2018.0,60000.0,70000.0,Diesel,Individual,Manual,First Owner,18.0,2179.0,120.0,280Nm@ 1800-2800rpm,9.0,3
925,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,55000.0,70000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,3
926,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013.0,60000.0,95000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
941,Tata New Safari 3L Dicor LX 4x2,2007.0,28000.0,160000.0,Diesel,Individual,Manual,Second Owner,13.0,2956.0,138.0,320Nm@ 1700-2700rpm,7.0,3
959,Mahindra XUV500 W6 2WD,2015.0,85000.0,90000.0,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
960,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008.0,33000.0,193623.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,3
962,Mahindra Bolero SLX,2008.0,30500.0,219000.0,Diesel,Individual,Manual,Second Owner,13.0,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,3
963,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,91000.0,110000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,7.0,3
964,Toyota Innova 2.5 VX 8 STR,2012.0,110000.0,151000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,3
971,Mahindra Scorpio 2009-2014 EX 2WD 7S,2014.0,61100.0,90000.0,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,7.0,3
984,Hyundai Santa Fe 4WD AT,2014.0,90000.0,80000.0,Diesel,Individual,Automatic,Second Owner,13.0,2199.0,194.0,436.39Nm@ 1800-2500rpm,7.0,3
985,Mahindra Thar DI 4X4,2014.0,42500.0,63000.0,Diesel,Individual,Manual,Second Owner,18.0,2523.0,63.0,182.5Nm@ 1500-1800rpm,7.0,3
989,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013.0,60000.0,90000.0,Diesel,Individual,Manual,First Owner,13.0,2499.0,72.0,171Nm@ 1800rpm,9.0,3
991,Mahindra Scorpio S4 Plus 4WD,2015.0,71500.0,70000.0,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,3
994,Mahindra Scorpio EX,2013.0,50000.0,195000.0,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,8.0,3
997,Tata Safari DICOR 2.2 EX 4x2,2012.0,32500.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,3
1001,Mahindra Bolero 2011-2019 EX NON AC,2014.0,48000.0,37000.0,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195Nm@ 1400-2200rpm,7.0,3
1005,Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013.0,85000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1400-3400rpm,8.0,3
1007,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015.0,132500.0,114368.0,Diesel,Dealer,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,7.0,3
1014,Mahindra XUV500 W8 2WD,2013.0,90000.0,85036.0,Diesel,Dealer,Manual,Second Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
1019,Mahindra Scorpio S10 7 Seater,2015.0,88500.0,170000.0,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,3
1037,Tata Sumo MKII GX BS IV,2011.0,25000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,118.0,250Nm@ 1500-3000rpm,7.0,3
1038,Toyota Innova Crysta 2.5 VX BS IV,2011.0,80000.0,60000.0,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,3
1039,Toyota Fortuner 4x2 Manual,2014.0,138000.0,150000.0,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.0,343Nm@ 1400-3400rpm,7.0,3
1040,Mahindra Thar CRDe AC,2014.0,70000.0,24000.0,Diesel,Individual,Manual,First Owner,16.0,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,3
1043,Mahindra XUV500 W8 2WD,2013.0,95000.0,49700.0,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,3
1044,Toyota Innova 2.5 E Diesel MS 7-seater,2007.0,62600.0,80000.0,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,3
1075,Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,182500.0,94000.0,Diesel,Dealer,Automatic,First Owner,11.0,2755.0,171.0,360Nm@ 1200-3400rpm,7.0,3
1080,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
1086,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,75000.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,7.0,3
1099,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
1105,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,75000.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494.0,100.0,200Nm@ 1200-3600rpm,7.0,3
1118,Tata Safari Storme EX,2015.0,50300.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.0,320Nm@ 1500-3000rpm,7.0,3
