,name,year,price,kms,fuel,seller_type,transmission,owner,mileage,engine_cc,horsepower,torque,seats,cluster
64,Maruti Swift Dzire ZDI,2015.0,63000.0,147000.0,Diesel,Individual,Manual,Second Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
65,Ford Figo 1.2P Titanium MT,2017.0,60000.0,25000.0,Petrol,Individual,Manual,Third Owner,18.0,1196.0,86.0,112Nm@ 4000rpm,5.0,1
66,Maruti Baleno Delta 1.2,2019.0,65000.0,30000.0,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
67,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2016.0,54000.0,40000.0,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.0,250Nm@ 1500-3000rpm,5.0,1
69,Maruti Wagon R AMT VXI,2018.0,44800.0,30000.0,Petrol,Individual,Automatic,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
70,Volkswagen Ameo 1.5 TDI Comfortline,2017.0,50000.0,80000.0,Diesel,Individual,Manual,First Owner,21.0,1498.0,108.0,250Nm@ 1500-3000rpm,5.0,1
71,Maruti Vitara Brezza VDi,2016.0,74500.0,70000.0,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.0,200Nm@ 1750rpm,5.0,1
72,Maruti Vitara Brezza ZDi Plus AMT,2019.0,102500.0,9850.0,Diesel,Individual,Automatic,First Owner,24.0,1248.0,88.0,200Nm@ 1750rpm,5.0,1
74,Maruti Swift VDI Deca,2016.0,63000.0,70000.0,Diesel,Individual,Manual,First Owner,25.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
76,Maruti Swift Star VDI,2013.0,45000.0,120000.0,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
83,Maruti Celerio ZXI MT BSIV,2017.0,48499.9,10000.0,Petrol,Dealer,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
84,Datsun GO A Petrol,2016.0,27500.0,49000.0,Petrol,Dealer,Manual,First Owner,19.0,1198.0,67.0,104Nm@ 4000rpm,5.0,1
85,Maruti Alto 800 VXI BSIV,2016.0,31500.0,32000.0,Petrol,Dealer,Manual,First Owner,24.0,796.0,47.0,69Nm@ 3500rpm,5.0,1
86,Maruti Alto 800 LXI BSIV,2016.0,27500.0,38000.0,Petrol,Dealer,Manual,First Owner,24.0,796.0,47.0,69Nm@ 3500rpm,5.0,1
89,Maruti Omni 8 Seater BSIV,2017.0,28000.0,32000.0,Petrol,Dealer,Manual,First Owner,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0,1
91,Volkswagen Polo 1.2 MPI Comfortline,2015.0,45500.0,42000.0,Petrol,Dealer,Manual,First Owner,16.0,1198.0,74.0,110Nm@ 3750rpm,5.0,1
92,Hyundai i10 Magna 1.1L,2015.0,35100.0,45000.0,Petrol,Dealer,Manual,Second Owner,19.0,1086.0,68.0,99.04Nm@ 4500rpm,5.0,1
96,Maruti Swift Dzire LDI,2016.0,60000.0,150000.0,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
97,Hyundai Xcent 1.2 Kappa SX Option AT,2016.0,56500.0,72000.0,Petrol,Dealer,Automatic,First Owner,19.0,1197.0,82.0,114Nm@ 4000rpm,5.0,1
99,Hyundai i20 1.4 Asta Option,2017.0,72500.0,110000.0,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.7Nm@ 1500-2750rpm,5.0,1
102,Maruti Swift VXI,2019.0,61500.0,10000.0,Petrol,Individual,Manual,First Owner,21.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
103,Maruti Eeco 7 Seater Standard BSIV,2016.0,27000.0,100000.0,Petrol,Individual,Manual,Third Owner,15.0,1196.0,73.0,101Nm@ 3000rpm,7.0,1
104,Maruti Baleno Zeta 1.2,2018.0,61000.0,35000.0,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
106,Ford Freestyle Titanium Petrol BSIV,2020.0,40000.0,5000.0,Petrol,Individual,Manual,Second Owner,19.0,1194.0,94.0,120Nm@ 4250rpm,5.0,1
115,Maruti Celerio VXI,2020.0,47500.0,13000.0,Petrol,Individual,Manual,First Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
116,Maruti Vitara Brezza ZDi Plus Dual Tone,2016.0,78000.0,60000.0,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.0,200Nm@ 1750rpm,5.0,1
117,Maruti Swift Dzire VXI,2017.0,59500.0,40000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
118,Maruti Wagon R VXI BS IV,2017.0,44000.0,35000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
122,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,85000.0,76139.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.0,205Nm@ 1750-3250rpm,5.0,1
124,Renault KWID 1.0,2018.0,35000.0,25000.0,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,91Nm@ 4250rpm,5.0,1
125,Maruti Celerio VXI,2015.0,36000.0,40000.0,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
130,Honda Amaze S i-VTEC,2019.0,69000.0,1303.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,86.0,109Nm@ 4500rpm,5.0,1
147,Maruti Ciaz ZDi,2015.0,53500.0,40000.0,Diesel,Dealer,Manual,First Owner,26.0,1248.0,88.0,200Nm@ 1750rpm,5.0,1
152,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,81100.0,11000.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.0,170Nm@ 1750-4000rpm,5.0,1
160,Toyota Glanza V CVT,2019.0,89499.9,9654.0,Petrol,Dealer,Automatic,First Owner,19.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
164,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018.0,102500.0,8000.0,Diesel,Dealer,Automatic,First Owner,21.0,1497.0,108.0,260Nm@ 1500-2750rpm,5.0,1
172,Ford Figo Aspire 1.2 Ti-VCT Trend,2018.0,57500.0,9500.0,Petrol,Individual,Manual,First Owner,18.0,1196.0,86.0,112Nm@ 4000rpm,5.0,1
174,Maruti Swift VXI Optional,2015.0,51500.0,36600.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
175,Maruti Wagon R AMT VXI,2015.0,39000.0,50000.0,Petrol,Individual,Automatic,Second Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
176,Hyundai i20 Magna 1.2,2016.0,55000.0,14000.0,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.0,114.7Nm@ 4000rpm,5.0,1
180,Volkswagen Ameo 1.0 MPI Trendline,2019.0,48000.0,13000.0,Petrol,Individual,Manual,First Owner,19.0,999.0,75.0,95Nm@ 3000-4300rpm,5.0,1
183,Hyundai Xcent 1.2 Kappa S,2016.0,38600.0,44000.0,Petrol,Individual,Manual,Second Owner,19.0,1197.0,82.0,114Nm@ 4000rpm,5.0,1
188,Mahindra KUV 100 mFALCON G80 K8,2016.0,45000.0,15000.0,Petrol,Individual,Manual,Second Owner,18.0,1198.0,82.0,115Nm@ 3500-3600rpm,6.0,1
189,Tata Zest Quadrajet 1.3 75PS XM,2017.0,49000.0,90000.0,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,1
194,Maruti Swift Dzire VXI,2016.0,45999.9,60000.0,Petrol,Individual,Manual,Second Owner,20.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
196,Hyundai Elite i20 Sportz Plus BSIV,2020.0,72000.0,5000.0,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117nm@ 4000rpm,5.0,1
197,Maruti Ciaz 1.3 Alpha,2017.0,80000.0,37000.0,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.0,200Nm@ 1750rpm,5.0,1
198,Tata Tigor 1.2 Revotron XZ,2019.0,52000.0,14000.0,Petrol,Individual,Manual,First Owner,20.0,1199.0,84.0,114Nm@ 3500rpm,5.0,1
203,Maruti Wagon R LXI CNG,2016.0,36000.0,50000.0,CNG,Individual,Manual,First Owner,26.0,998.0,58.0,77Nm@ 3500rpm,5.0,1
204,Maruti Swift Dzire VXI,2017.0,55000.0,50000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
207,Maruti Wagon R AMT VXI,2018.0,42000.0,35000.0,Petrol,Individual,Automatic,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
208,Maruti Swift Dzire VXI 1.2,2017.0,55000.0,20000.0,Petrol,Individual,Manual,First Owner,21.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
209,Maruti Alto 800 LXI,2018.0,27000.0,20000.0,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69Nm@ 3500rpm,5.0,1
210,Maruti Swift Dzire AMT VXI BS IV,2018.0,70000.0,7800.0,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
211,Maruti Swift VXI Optional,2017.0,50000.0,20000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
214,Maruti Swift Dzire VDI,2018.0,70000.0,50000.0,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
215,Maruti Wagon R VXI BS IV,2015.0,29000.0,60000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
218,Maruti Baleno Alpha Automatic,2018.0,83000.0,5000.0,Petrol,Individual,Automatic,First Owner,21.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
221,Renault KWID RXT,2018.0,33500.0,30000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,1
222,Datsun GO T BSIV,2017.0,32900.0,80000.0,Petrol,Individual,Manual,Second Owner,20.0,1198.0,67.0,104Nm@ 4000rpm,5.0,1
223,Maruti Vitara Brezza VDi Option,2017.0,77500.0,75000.0,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.0,200Nm@ 1750rpm,5.0,1
224,Hyundai Xcent 1.2 VTVT SX,2020.0,52400.0,32000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.75nm@ 4000rpm,5.0,1
225,Maruti Alto 800 LXI,2015.0,24500.0,40000.0,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69Nm@ 3500rpm,5.0,1
227,Tata Zest Revotron 1.2 XT,2018.0,52000.0,60000.0,Petrol,Individual,Manual,First Owner,17.0,1193.0,88.0,140Nm@ 1500-4000rpm,5.0,1
231,Nissan Micra Active XV S,2015.0,30000.0,80000.0,Petrol,Individual,Manual,First Owner,19.0,1198.0,67.0,104Nm@ 4000rpm,5.0,1
232,Maruti Wagon R LXI Optional,2016.0,35000.0,140000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
237,Renault KWID RXT,2016.0,27000.0,44000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,1
240,Maruti Eeco 5 Seater AC BSIV,2017.0,40999.9,13500.0,Petrol,Individual,Manual,First Owner,15.0,1196.0,73.0,101Nm@ 3000rpm,5.0,1
245,Maruti Swift Dzire VDI,2013.0,55000.0,70000.0,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
246,Honda Amaze S CVT Petrol BSIV,2019.0,68000.0,15000.0,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.0,110Nm@ 4800rpm,5.0,1
248,Maruti Swift Dzire VDI,2014.0,50000.0,120000.0,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
249,Maruti Ertiga SHVS ZDI Plus,2016.0,100000.0,70000.0,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.0,200Nm@ 1750rpm,7.0,1
253,Maruti Swift LXI Optional-O,2015.0,35000.0,100000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,83.0,113Nm@ 4200rpm,5.0,1
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017.0,80000.0,39000.0,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.7Nm@ 1500-2750rpm,5.0,1
256,Maruti Ignis 1.3 Alpha,2017.0,50000.0,75000.0,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
260,Maruti Swift Dzire VDI,2012.0,36000.0,158000.0,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
264,Hyundai Xcent 1.2 CRDi E,2017.0,55000.0,2000.0,Diesel,Individual,Manual,Second Owner,25.0,1186.0,73.0,190.25nm@ 1750-2250rpm,5.0,1
266,Tata Tiago 1.05 Revotorq XZ,2016.0,38000.0,70000.0,Diesel,Individual,Manual,First Owner,27.0,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,1
268,Hyundai Elite i20 Magna Plus BSIV,2019.0,61000.0,2000.0,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117nm@ 4000rpm,5.0,1
269,Maruti Swift Dzire VXI,2015.0,52500.0,20000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
274,Datsun GO D Petrol,2019.0,30000.0,40000.0,Petrol,Individual,Manual,First Owner,19.0,1198.0,67.0,104Nm@ 4000rpm,5.0,1
278,Tata Tiago Wizz 1.05 Revotorq,2017.0,35000.0,120000.0,Diesel,Individual,Manual,First Owner,27.0,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,1
289,Maruti Omni E MPI STD BS IV,2016.0,22000.0,35000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,34.0,59Nm@ 2500rpm,8.0,1
290,Hyundai Grand i10 Sportz,2017.0,45000.0,35000.0,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,1
291,Hyundai Grand i10 Sportz,2017.0,45000.0,35000.0,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,1
293,Maruti Swift VXI Deca,2016.0,52000.0,20000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
299,Hyundai i20 Active 1.2,2015.0,52500.0,50000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.73Nm@ 4000rpm,5.0,1
300,Maruti Baleno Zeta,2019.0,67500.0,16500.0,Petrol,Individual,Manual,First Owner,21.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
303,Maruti Swift Dzire VDI,2017.0,65000.0,25000.0,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
305,Hyundai Grand i10 CRDi Sportz,2015.0,39500.0,80000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0,1
309,Tata Tigor 1.2 Revotron XZA,2018.0,64500.0,10000.0,Petrol,Individual,Automatic,First Owner,20.0,1199.0,84.0,114Nm@ 3500rpm,5.0,1
311,Honda City i-DTEC VX,2017.0,130000.0,30000.0,Diesel,Individual,Manual,First Owner,25.0,1498.0,97.0,200Nm@ 1750rpm,5.0,1
312,Honda City i-DTEC VX,2017.0,125000.0,33000.0,Diesel,Individual,Manual,First Owner,25.0,1498.0,97.0,200Nm@ 1750rpm,5.0,1
317,Renault KWID RXL,2016.0,22999.9,40000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,1
319,Maruti Wagon R VXI BS IV,2017.0,40999.9,47000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
320,Hyundai Creta 1.4 CRDi S Plus,2018.0,121000.0,25000.0,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,219.7Nm@ 1500-2750rpm,5.0,1
321,Tata Tiago 1.2 Revotron XZ,2017.0,40000.0,26000.0,Petrol,Individual,Manual,First Owner,23.0,1199.0,84.0,114Nm@ 3500rpm,5.0,1
322,Hyundai Grand i10 1.2 CRDi Sportz,2018.0,52000.0,29000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,190.24nm@ 1750-2250rpm,5.0,1
323,Maruti Baleno Zeta Automatic,2016.0,65000.0,50000.0,Petrol,Individual,Automatic,First Owner,21.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
329,Maruti Celerio LXI,2017.0,35100.0,36000.0,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
345,Mahindra XUV300 W8 Option BSIV,2019.0,109000.0,16500.0,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,200Nm@ 2000-3500rpm,5.0,1
347,Maruti Swift VXI BSIV,2018.0,61000.0,52000.0,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
348,Datsun GO T Option BSIV,2016.0,33500.0,40000.0,Petrol,Dealer,Manual,First Owner,20.0,1198.0,67.0,104Nm@ 4000rpm,5.0,1
349,Hyundai Grand i10 Asta,2015.0,43499.9,40000.0,Petrol,Dealer,Manual,First Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,1
351,Renault KWID RXL,2018.0,39000.0,13000.0,Petrol,Dealer,Manual,First Owner,20.0,799.0,53.0,72Nm@ 4386rpm,5.0,1
353,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019.0,64000.0,10000.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.0,110Nm@ 3750rpm,5.0,1
366,Maruti Swift Dzire VDI,2016.0,55000.0,60000.0,Diesel,Individual,Manual,Second Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
368,Renault KWID RXT,2016.0,30000.0,30000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,1
376,Maruti Wagon R LXI,2013.0,22500.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
377,Maruti Baleno Alpha 1.3,2018.0,74000.0,38817.0,Diesel,Dealer,Manual,First Owner,27.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
378,Honda Jazz VX,2016.0,55000.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199.0,88.0,110Nm@ 4800rpm,5.0,1
380,Maruti Swift AMT VVT VXI,2019.0,65000.0,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
382,Maruti Swift AMT ZXI,2018.0,60000.0,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
383,Hyundai Grand i10 1.2 CRDi Sportz,2017.0,45000.0,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.24nm@ 1750-2250rpm,5.0,1
386,Honda Amaze V CVT Petrol BSIV,2019.0,77900.0,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110Nm@ 4800rpm,5.0,1
392,Maruti Swift Dzire VDI,2015.0,48000.0,90000.0,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
398,Maruti Alto 800 VXI,2016.0,24000.0,50000.0,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69Nm@ 3500rpm,5.0,1
400,Maruti Swift Dzire AMT VDI,2017.0,75000.0,19000.0,Diesel,Individual,Automatic,First Owner,28.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
402,Maruti Eeco CNG 5 Seater AC,2020.0,40999.9,35000.0,CNG,Individual,Manual,First Owner,20.0,1196.0,61.0,85Nm@ 3000rpm,5.0,1
403,Maruti Alto K10 VXI,2014.0,21500.0,80000.0,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
407,Tata Tiago 1.2 Revotron XE,2018.0,32500.0,100000.0,Petrol,Individual,Manual,First Owner,23.0,1199.0,84.0,114Nm@ 3500rpm,5.0,1
415,Maruti Wagon R LXI,2013.0,22500.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
416,Maruti Baleno Alpha 1.3,2018.0,74000.0,38817.0,Diesel,Dealer,Manual,First Owner,27.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
417,Honda Jazz VX,2016.0,55000.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199.0,88.0,110Nm@ 4800rpm,5.0,1
419,Maruti Swift AMT VVT VXI,2019.0,65000.0,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
421,Maruti Swift AMT ZXI,2018.0,60000.0,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
422,Hyundai Grand i10 1.2 CRDi Sportz,2017.0,45000.0,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.24nm@ 1750-2250rpm,5.0,1
425,Honda Amaze V CVT Petrol BSIV,2019.0,77900.0,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110Nm@ 4800rpm,5.0,1
428,Honda Amaze S CVT Diesel BSIV,2019.0,70000.0,40000.0,Diesel,Individual,Automatic,First Owner,23.0,1498.0,78.0,160Nm@ 1750rpm,5.0,1
429,Hyundai Creta 1.4 CRDi Base,2017.0,95000.0,45000.0,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,219.7Nm@ 1500-2750rpm,5.0,1
431,Hyundai Xcent 1.1 CRDi S Option,2015.0,40999.9,135000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0,1
434,Maruti Swift Dzire ZDI Plus,2017.0,90000.0,50000.0,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
438,Maruti Swift Dzire VDI,2013.0,53000.0,120000.0,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
442,Maruti Swift VDI Optional,2016.0,60000.0,47000.0,Diesel,Individual,Manual,First Owner,25.0,1248.0,74.0,190Nm@ 2000rpm,5.0,1
445,Maruti Celerio VXI,2014.0,32000.0,50000.0,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
448,Ford Figo 1.2P Titanium Plus MT,2016.0,55000.0,44000.0,Petrol,Individual,Manual,First Owner,18.0,1196.0,86.0,112Nm@ 4000rpm,5.0,1
449,Maruti Celerio ZXI,2014.0,38500.0,25000.0,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,1
451,Maruti Swift Dzire VXI 1.2,2019.0,67500.0,10000.0,Petrol,Individual,Manual,First Owner,21.0,1197.0,81.0,113Nm@ 4200rpm,5.0,1
453,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,95000.0,30000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.0,205Nm@ 1750-3250rpm,5.0,1
456,Honda Amaze S CVT Diesel BSIV,2019.0,70000.0,40000.0,Diesel,Individual,Automatic,First Owner,23.0,1498.0,78.0,160Nm@ 1750rpm,5.0,1
459,Maruti Swift VXI Windsong Limited edition,2015.0,43499.9,50000.0,Petrol,Individual,Manual,Second Owner,20.0,1197.0,83.0,115Nm@ 4000rpm,5.0,1
460,Datsun RediGO 1.0 S,2020.0,35000.0,2136.0,Petrol,Individual,Manual,First Owner,22.0,999.0,67.0,91Nm@ 4250rpm,5.0,1
