,name,year,price,kms,fuel,seller_type,transmission,owner,mileage,engine_cc,horsepower,torque,seats,cluster
716,Honda CR-V 2.4 4WD AT,2007.0,32500.0,70000.0,Petrol,Individual,Automatic,Second Owner,10.0,2354.0,152.0,215Nm@ 3600rpm,5.0,5
775,Mahindra Scorpio M2DI,2011.0,45000.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
784,Mahindra Scorpio 2.6 SPORTZ CRDe,2006.0,22000.0,120000.0,Diesel,Individual,Manual,Second Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,5
792,Honda Civic 1.8 V AT,2009.0,25000.0,105000.0,Petrol,Individual,Automatic,Second Owner,12.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
1021,Honda City 1.5 E MT,2008.0,22999.9,120000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
1027,Chevrolet Optra Magnum 2.0 LS,2011.0,27200.0,170000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
1062,Chevrolet Cruze LTZ AT,2011.0,44000.0,90000.0,Diesel,Individual,Automatic,Second Owner,18.0,1991.0,147.0,327Nm@ 2600rpm,4.0,5
1165,Mahindra Scorpio M2DI,2011.0,35000.0,120000.0,Diesel,Individual,Manual,Third Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
1190,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006.0,22999.9,80000.0,Diesel,Individual,Manual,Second Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
1230,Chevrolet Optra 1.6 LT Royale,2006.0,19000.0,94000.0,Petrol,Individual,Manual,Second Owner,17.0,1599.0,104.0,148Nm@ 3500rpm,5.0,5
1265,Honda City 1.5 EXI,2002.0,8100.0,161000.0,Petrol,Individual,Manual,Fourth & Above Owner,13.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0,5
1297,Chevrolet Optra Magnum 1.6 LT Petrol,2009.0,25000.0,80000.0,Petrol,Individual,Manual,Second Owner,12.0,1598.0,102.0,148Nm@ 4000rpm,5.0,5
1299,Honda Accord 2.4 AT,2009.0,40000.0,100000.0,Petrol,Individual,Automatic,Second Owner,11.0,2354.0,177.0,222Nm@ 4300rpm,5.0,5
1315,Honda Civic 1.8 V MT,2008.0,37500.0,90000.0,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
1354,Tata New Safari DICOR 2.2 EX 4x2,2008.0,15000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
1374,Honda City 1.5 V MT,2009.0,35000.0,54290.0,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
1377,Honda City i-VTEC S,2010.0,35000.0,58544.0,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,117.0,145Nm@ 4600rpm,5.0,5
1411,Audi Q5 2.0 TDI,2011.0,130000.0,120000.0,Diesel,Individual,Automatic,First Owner,12.0,1968.0,167.0,350Nm@ 1750-2500rpm,5.0,5
1429,Hyundai Sonata CRDi M/T,2010.0,50000.0,120000.0,Diesel,Individual,Manual,Second Owner,11.0,1991.0,150.0,32.1kgm@ 2000rpm,5.0,5
1434,Honda Civic 1.8 S MT,2007.0,24500.0,90000.0,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
1440,BMW X1 sDrive20d M Sport,2011.0,107500.0,42545.0,Diesel,Dealer,Automatic,First Owner,19.0,1998.0,190.0,400nm@ 1750-2500rpm,5.0,5
1467,Tata New Safari DICOR 2.2 EX 4x2,2008.0,30000.0,120000.0,Diesel,Individual,Manual,Second Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
1469,Mahindra Scorpio 2.6 CRDe,2003.0,30000.0,98000.0,Diesel,Individual,Manual,First Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,5
1496,Honda City V AT,2010.0,40999.9,110000.0,Petrol,Individual,Automatic,Third Owner,15.0,1497.0,116.0,146Nm@ 4800rpm,5.0,5
1535,Tata New Safari DICOR 2.2 EX 4x2,2009.0,15000.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
1573,Toyota Corolla Altis 1.8 VL AT,2012.0,55000.0,57728.0,Petrol,Trustmark Dealer,Automatic,First Owner,14.0,1794.0,138.0,173Nm@ 4000rpm,5.0,5
1632,Maruti SX4 ZXI AT,2011.0,22000.0,65000.0,Petrol,Individual,Automatic,Third Owner,12.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
1633,Maruti SX4 ZXI AT,2011.0,26000.0,65000.0,Petrol,Individual,Automatic,Third Owner,12.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
1665,Chevrolet Optra Magnum 2.0 LT,2008.0,21000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
1708,Chevrolet Cruze LTZ,2012.0,49500.0,82000.0,Diesel,Individual,Manual,Third Owner,17.0,1998.0,163.0,380Nm@ 2000rpm,5.0,5
1728,Honda City 1.5 V AT,2010.0,32100.0,60000.0,Petrol,Individual,Automatic,Second Owner,16.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
1738,Mahindra Scorpio VLS 2.2 mHawk,2009.0,32000.0,80000.0,Diesel,Individual,Manual,Third Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
1763,Chevrolet Cruze LTZ,2010.0,27000.0,120000.0,Diesel,Individual,Manual,Third Owner,18.0,1991.0,147.0,327Nm@ 2600rpm,5.0,5
1786,Mahindra Scorpio M2DI,2010.0,42000.0,160500.0,Diesel,Individual,Manual,Fourth & Above Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
1795,Chevrolet Optra Magnum 2.0 LS BSIII,2011.0,29000.0,88000.0,Diesel,Individual,Manual,Third Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
1839,Mahindra Scorpio VLX 2WD BSIII,2008.0,29000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,5
1880,Skoda Yeti Ambition 4WD,2011.0,60000.0,202000.0,Diesel,Individual,Manual,First Owner,17.0,1968.0,138.0,320Nm@ 1750-2500rpm,5.0,5
1893,Hyundai Accent VIVA CRDi,2004.0,17000.0,160000.0,Diesel,Individual,Manual,Third Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
1894,Mahindra Scorpio 2.6 CRDe,2006.0,25000.0,120000.0,Diesel,Individual,Manual,Third Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,5
1895,Hyundai Accent CRDi,2005.0,10000.0,100000.0,Diesel,Individual,Manual,Third Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
1897,Chevrolet Cruze LTZ,2010.0,25000.0,135000.0,Diesel,Individual,Manual,Third Owner,18.0,1991.0,147.0,327Nm@ 2600rpm,5.0,5
1908,Honda Civic 1.8 V AT,2009.0,28000.0,40000.0,Petrol,Individual,Automatic,Third Owner,12.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
1915,Tata New Safari Dicor VX 4X2 BS IV,2009.0,15000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
1965,Tata Sumo MKII Turbo 2.0 LX,2010.0,15000.0,225000.0,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,190Nm@ 2000-3000,9.0,5
1968,Toyota Corolla Altis JS MT,2015.0,110000.0,50000.0,Petrol,Individual,Manual,First Owner,14.0,1798.0,138.0,173Nm@ 4000rpm,5.0,5
1971,Honda City 1.5 GXI,2004.0,19800.0,110000.0,Petrol,Individual,Manual,Third Owner,12.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0,5
2095,Chevrolet Optra Magnum 2.0 LT BS3,2008.0,22500.0,120000.0,Diesel,Individual,Manual,Second Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
2121,Honda City 1.5 V Inspire,2010.0,35000.0,110000.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
2134,Honda Accord V6 AT,2005.0,28500.0,80000.0,Petrol,Individual,Automatic,Second Owner,9.0,2997.0,218.0,196Nm@ 5000rpm,5.0,5
2148,Maruti SX4 ZXI AT,2009.0,20000.0,90000.0,Petrol,Individual,Automatic,Second Owner,12.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
2170,Tata New Safari DICOR 2.2 LX 4x2,2007.0,25000.0,80000.0,Diesel,Individual,Manual,Second Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
2184,Honda City 1.5 S MT,2009.0,25000.0,68600.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
2235,Tata New Safari DICOR 2.2 VX 4x4,2009.0,38000.0,150000.0,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
2240,Volkswagen Jetta 2.0L TDI Highline AT,2011.0,55000.0,106000.0,Diesel,Individual,Automatic,Second Owner,16.0,1968.0,138.0,320Nm@ 1750-2500rpm,5.0,5
2282,Maruti SX4 ZXI AT Leather,2010.0,35000.0,30000.0,Petrol,Individual,Automatic,First Owner,12.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
2293,Mahindra Scorpio 2.6 CRDe,2005.0,15100.0,200000.0,Diesel,Individual,Manual,Second Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,5
2347,Hyundai Elantra SX,2013.0,55000.0,50000.0,Petrol,Individual,Manual,Second Owner,16.0,1797.0,147.0,177.5Nm@ 4700rpm,5.0,5
2399,Chevrolet Optra Magnum 2.0 LS,2011.0,41500.0,78432.0,Diesel,Individual,Manual,First Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
2412,Maruti Baleno LXI,2005.0,5000.0,90000.0,Petrol,Individual,Manual,Second Owner,15.0,1590.0,94.0,130Nm@ 3000rpm,5.0,5
2421,Ford Ikon 1.6 Nxt,2009.0,18000.0,70000.0,Petrol,Individual,Manual,Second Owner,14.0,1597.0,92.0,130@ 2500(kgm@ rpm),5.0,5
2543,Chevrolet Optra Magnum 2.0 LT,2012.0,40000.0,64000.0,Diesel,Individual,Manual,First Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
2560,Maruti SX4 ZXI MT BSIV Leather,2010.0,28500.0,155000.0,Petrol,Individual,Manual,Second Owner,15.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
2591,Honda Civic 1.8 S AT,2007.0,17500.0,218463.0,Petrol,Individual,Automatic,First Owner,12.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
2621,Fiat Grande Punto 1.4 Emotion,2009.0,15000.0,55000.0,Petrol,Individual,Manual,First Owner,14.0,1368.0,88.0,115Nm@ 4500rpm,5.0,5
2656,Maruti SX4 Vxi BSIV,2011.0,35000.0,48756.0,Petrol,Individual,Manual,Second Owner,15.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
2706,Ford Fiesta Classic 1.6 SXI Duratec,2008.0,28500.0,60000.0,Petrol,Individual,Manual,Second Owner,15.0,1596.0,99.0,146Nm@ 3400rpm,5.0,5
2708,BMW 3 Series 320d Highline,2009.0,110000.0,60000.0,Diesel,Individual,Automatic,Second Owner,16.0,1995.0,181.0,380Nm@ 1750-3000rpm,5.0,5
2722,BMW 7 Series 730Ld,2007.0,75000.0,60000.0,Diesel,Individual,Automatic,Second Owner,14.0,2993.0,258.0,560Nm@ 1500rpm,5.0,5
2880,Ford Ikon 1.6 EXi NXt,2003.0,15000.0,40000.0,Petrol,Individual,Manual,Third Owner,14.0,1597.0,92.0,130@ 2500(kgm@ rpm),5.0,5
2894,Chevrolet Optra Magnum 2.0 LS,2011.0,29000.0,82500.0,Diesel,Individual,Manual,Second Owner,16.0,1991.0,123.0,305Nm@ 2000rpm,5.0,5
2897,Honda City 1.5 S MT,2009.0,29000.0,110000.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
2929,Mahindra Scorpio M2DI,2011.0,48499.9,80000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
2950,Skoda Superb Elegance 1.8 TSI AT,2013.0,50000.0,60000.0,Petrol,Individual,Automatic,First Owner,13.0,1798.0,157.0,250Nm@ 1500-4500rpm,5.0,5
2974,Honda City 1.5 E MT,2009.0,35000.0,35000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
3061,Tata New Safari Dicor GX 4X2 BS IV,2008.0,20000.0,110000.0,Diesel,Individual,Manual,First Owner,13.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
3065,Volkswagen Jetta 2.0L TDI Highline,2011.0,42500.0,120000.0,Diesel,Individual,Manual,Second Owner,19.0,1968.0,138.0,320Nm@ 1750-2500rpm,5.0,5
3107,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007.0,40000.0,42000.0,Petrol,Dealer,Automatic,First Owner,11.0,1796.0,186.0,285Nm@ 2400-4000rpm,5.0,5
3161,BMW X1 sDrive20d M Sport,2011.0,107500.0,42545.0,Diesel,Dealer,Automatic,First Owner,19.0,1998.0,190.0,400nm@ 1750-2500rpm,5.0,5
3172,Mahindra Scorpio 1.99 S10 4WD,2008.0,45000.0,78000.0,Diesel,Dealer,Manual,First Owner,15.0,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,5
3250,Toyota Corolla Altis 1.8 G CVT,2013.0,62500.0,39000.0,Petrol,Dealer,Automatic,First Owner,14.0,1798.0,138.0,173Nm@ 4000rpm,5.0,5
3353,Renault Koleos 2.0 Diesel,2013.0,100000.0,75010.0,Diesel,Dealer,Automatic,First Owner,13.0,1995.0,148.0,320Nm@ 2000rpm,5.0,5
3458,BMW 3 Series 320d Sedan,2007.0,48000.0,110000.0,Diesel,Individual,Automatic,Fourth & Above Owner,16.0,1995.0,181.0,380Nm@ 1750-3000rpm,5.0,5
3546,Honda Civic 1.8 (E) MT,2006.0,15000.0,80000.0,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
3623,Mahindra Scorpio VLX 2WD BSIII,2008.0,29000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,5
3717,Toyota Camry V4 (MT),2004.0,25000.0,120000.0,Petrol,Individual,Manual,Second Owner,13.0,2362.0,164.0,224Nm@ 4000rpm,5.0,5
3827,Hyundai Elantra SX,2013.0,51100.0,90000.0,Petrol,Individual,Manual,Second Owner,16.0,1797.0,147.0,177.5Nm@ 4700rpm,5.0,5
3828,Honda City 1.5 V MT,2010.0,30000.0,100000.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
3983,Chevrolet Cruze LTZ,2012.0,49500.0,82000.0,Diesel,Individual,Manual,Third Owner,17.0,1998.0,163.0,380Nm@ 2000rpm,5.0,5
3997,Honda City V MT,2010.0,28500.0,79000.0,Petrol,Individual,Manual,First Owner,16.0,1497.0,116.0,146Nm@ 4800rpm,5.0,5
4017,Maruti Gypsy King Soft Top MPI BSIV,2002.0,35000.0,60000.0,Petrol,Individual,Manual,First Owner,11.0,1298.0,80.0,103Nm@ 4500rpm,8.0,5
4088,Chevrolet Cruze LTZ AT,2011.0,44000.0,90000.0,Diesel,Individual,Automatic,Second Owner,18.0,1991.0,147.0,327Nm@ 2600rpm,4.0,5
4112,Tata Sumo SE Plus BSII,2000.0,9500.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.0,1948.0,68.0,12@ 2500(kgm@ rpm),10.0,5
4142,Chevrolet Cruze LTZ AT,2011.0,43000.0,80000.0,Diesel,Individual,Automatic,Second Owner,18.0,1991.0,147.0,327Nm@ 2600rpm,4.0,5
4185,Toyota Corolla Altis 1.8 Sport,2010.0,35000.0,80000.0,Petrol,Individual,Manual,Second Owner,12.0,1794.0,132.0,170Nm@ 4200rpm,5.0,5
4301,Toyota Corolla Altis 1.8 J,2010.0,35000.0,60000.0,Petrol,Individual,Manual,Second Owner,14.0,1798.0,138.0,173Nm@ 4000rpm,5.0,5
4341,Mahindra Scorpio M2DI,2012.0,37000.0,120000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
4344,Hyundai Accent CRDi,2006.0,12000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
4352,Tata Sumo MKII Turbo 2.0 LX,2010.0,15000.0,225000.0,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,190Nm@ 2000-3000,9.0,5
4355,Toyota Corolla Altis JS MT,2015.0,110000.0,50000.0,Petrol,Individual,Manual,First Owner,14.0,1798.0,138.0,173Nm@ 4000rpm,5.0,5
4358,Honda City 1.5 GXI,2004.0,19800.0,110000.0,Petrol,Individual,Manual,Third Owner,12.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0,5
4369,Mahindra Scorpio VLS 2.2 mHawk,2008.0,40000.0,100000.0,Diesel,Individual,Manual,Third Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
4372,Opel Astra 1.6,1998.0,6800.0,110000.0,Petrol,Individual,Manual,Third Owner,13.0,1598.0,77.0,121Nm@ 2800rpm,5.0,5
4373,Skoda Octavia Classic 1.9 TDI MT,2006.0,28000.0,150000.0,Diesel,Individual,Manual,Third Owner,18.0,1896.0,66.0,210 / 1900,5.0,5
4390,BMW 3 Series 320d Luxury Line,2010.0,110000.0,102000.0,Diesel,Dealer,Automatic,First Owner,19.0,1995.0,187.0,400Nm@ 1750-2500rpm,5.0,5
4391,Volkswagen Passat 2.0 TDI AT Highline,2012.0,90000.0,108000.0,Diesel,Dealer,Automatic,First Owner,17.0,1968.0,175.0,350Nm@ 1500-3500rpm,5.0,5
4454,Tata Sumo GX 7 Str BSII,2006.0,13000.0,74000.0,Diesel,Individual,Manual,First Owner,13.0,1948.0,68.0,115@ 2500(kgm@ rpm),7.0,5
4468,Maruti SX4 Vxi BSIV,2011.0,19000.0,80000.0,Petrol,Individual,Manual,Third Owner,15.0,1586.0,103.0,145Nm@ 4100rpm,5.0,5
4491,Hyundai Accent DLS,2003.0,10800.0,200000.0,Diesel,Individual,Manual,Second Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
4541,Honda City 1.5 S Inspire,2010.0,35000.0,120000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
4572,Tata New Safari DICOR 2.2 EX 4x2,2009.0,22999.9,212000.0,Diesel,Individual,Manual,Third Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
4617,Tata New Safari DICOR 2.2 EX 4x2,2008.0,50000.0,179150.0,Diesel,Individual,Manual,Second Owner,11.0,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,5
4650,Honda City 1.5 V AT,2010.0,80000.0,25000.0,Petrol,Individual,Automatic,First Owner,16.0,1497.0,118.0,146Nm at 4800 rpm,5.0,5
4665,Honda CR-V 2.4L 4WD,2005.0,47699.9,85000.0,Petrol,Individual,Manual,Third Owner,11.0,2354.0,158.0,218Nm@ 4200rpm,5.0,5
4686,Honda CR-V 2.4L 4WD MT,2008.0,40000.0,120000.0,Petrol,Individual,Manual,First Owner,11.0,2354.0,158.0,218Nm@ 4200rpm,5.0,5
4692,Mercedes-Benz E-Class E 250 Elegance,2010.0,120000.0,35000.0,Petrol,Individual,Automatic,Second Owner,10.0,2497.0,204.0,245Nm@ 5000rpm,5.0,5
4709,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,30000.0,110000.0,Diesel,Individual,Manual,Second Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
4711,Hyundai Verna Transform CRDi VGT SX ABS,2010.0,32000.0,70000.0,Diesel,Individual,Manual,Second Owner,16.0,1493.0,110.0,24 KGM at 1900-2750 RPM,5.0,5
4712,Ambassador Classic 2000 DSZ AC PS,1994.0,9900.0,100000.0,Diesel,Individual,Manual,Second Owner,12.0,1995.0,52.0,106Nm@ 2200rpm,5.0,5
4742,Renault Koleos 2.0 Diesel,2013.0,100000.0,75010.0,Diesel,Dealer,Automatic,First Owner,13.0,1995.0,148.0,320Nm@ 2000rpm,5.0,5
4875,Honda City 1.3 EXI,2004.0,5000.0,62000.0,Petrol,Individual,Manual,Second Owner,13.0,1343.0,90.0,11.3kgm@ 4700rpm,5.0,5
4880,BMW 5 Series 525d,2010.0,100000.0,60000.0,Diesel,Individual,Automatic,First Owner,16.0,1995.0,218.0,450Nm@ 1750-2500rpm,5.0,5
4924,Mahindra Scorpio M2DI,2011.0,40000.0,140000.0,Diesel,Individual,Manual,Second Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
4937,Hyundai i20 1.4 Asta (AT),2009.0,36000.0,60000.0,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,100.0,13.9 kgm at 4200 rpm,5.0,5
4973,Ambassador Grand 1500 DSZ BSIII,2008.0,12200.0,60000.0,Diesel,Individual,Manual,Second Owner,12.0,1995.0,52.0,106Nm@ 2200rpm,5.0,5
4998,Honda Accord 2.4 MT,2010.0,30000.0,74000.0,Petrol,Individual,Manual,Second Owner,12.0,2354.0,177.0,222Nm@ 4300rpm,5.0,5
5006,Honda City 1.3 EXI,2005.0,5500.0,130000.0,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,11.3kgm@ 4700rpm,5.0,5
5081,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004.0,12000.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
5105,Mahindra Scorpio M2DI,2011.0,40000.0,475000.0,Diesel,Individual,Manual,Third Owner,13.0,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,5
5182,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009.0,38000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
5205,Hyundai Accent Executive CNG,2010.0,16000.0,120000.0,CNG,Individual,Manual,Second Owner,13.0,1495.0,93.0,124.5Nm@ 3500rpm,5.0,5
5314,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003.0,19500.0,157138.0,Diesel,Individual,Manual,Third Owner,10.0,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,5
5346,Hyundai Verna Transform VGT CRDi,2010.0,19500.0,120000.0,Diesel,Individual,Manual,Second Owner,16.0,1493.0,110.0,24 KGM at 1900-2750 RPM,5.0,5
5363,Hyundai Accent CRDi,2005.0,13000.0,79000.0,Diesel,Individual,Manual,Second Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
5367,Hyundai Verna Transform SX VGT CRDi,2010.0,22000.0,80000.0,Diesel,Individual,Manual,Second Owner,16.0,1493.0,110.0,24 KGM at 1900-2750 RPM,5.0,5
5382,Hyundai Verna Transform VGT CRDi,2010.0,22000.0,80000.0,Diesel,Individual,Manual,Second Owner,16.0,1493.0,110.0,24 KGM at 1900-2750 RPM,5.0,5
5393,BMW X1 sDrive20d M Sport,2012.0,92500.0,96000.0,Diesel,Dealer,Automatic,Second Owner,19.0,1998.0,190.0,400nm@ 1750-2500rpm,5.0,5
5399,Mercedes-Benz New C-Class C 250 CDI Elegance,2011.0,100000.0,90000.0,Diesel,Dealer,Automatic,First Owner,14.0,2143.0,204.0,500Nm@ 1600-1800rpm,5.0,5
5426,Chevrolet Cruze LTZ,2010.0,27000.0,90000.0,Diesel,Individual,Manual,Second Owner,18.0,1991.0,147.0,327Nm@ 2600rpm,5.0,5
