,name,year,price,kms,fuel,seller_type,transmission,owner,mileage,engine_cc,horsepower,torque,seats,cluster
85,Maruti Alto 800 VXI BSIV,2016.0,31500.0,32000.0,Petrol,Dealer,Manual,First Owner,24.0,796.0,47.0,69Nm@ 3500rpm,5.0,2
86,Maruti Alto 800 LXI BSIV,2016.0,27500.0,38000.0,Petrol,Dealer,Manual,First Owner,24.0,796.0,47.0,69Nm@ 3500rpm,5.0,2
88,Hyundai i10 Era 1.1,2012.0,29000.0,28000.0,Petrol,Dealer,Manual,First Owner,19.0,1086.0,68.0,99.04Nm@ 4500rpm,5.0,2
89,Maruti Omni 8 Seater BSIV,2017.0,28000.0,32000.0,Petrol,Dealer,Manual,First Owner,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0,2
90,Maruti Wagon R LXI LPG BSIV,2010.0,22500.0,44000.0,LPG,Dealer,Manual,First Owner,26.0,998.0,58.0,77Nm@ 3500rpm,5.0,2
91,Volkswagen Polo 1.2 MPI Comfortline,2015.0,45500.0,42000.0,Petrol,Dealer,Manual,First Owner,16.0,1198.0,74.0,110Nm@ 3750rpm,5.0,2
92,Hyundai i10 Magna 1.1L,2015.0,35100.0,45000.0,Petrol,Dealer,Manual,Second Owner,19.0,1086.0,68.0,99.04Nm@ 4500rpm,5.0,2
93,Volkswagen Vento Petrol Highline,2012.0,53500.0,12000.0,Petrol,Dealer,Manual,Second Owner,15.0,1598.0,103.0,153Nm@ 3800rpm,5.0,2
95,Hyundai i20 Asta Optional with Sunroof 1.2,2013.0,52500.0,61500.0,Petrol,Dealer,Manual,First Owner,18.0,1197.0,82.0,113.7Nm@ 4000rpm,5.0,2
100,Maruti Wagon R VXI,2009.0,18500.0,77000.0,Petrol,Dealer,Manual,Second Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
101,Tata Manza Aura (ABS) Quadrajet,2010.0,20000.0,100000.0,Diesel,Individual,Manual,Second Owner,18.0,1248.0,90.0,200Nm@ 1750-3000rpm,5.0,2
108,Volkswagen Passat 1.8 TSI MT,2010.0,70000.0,114000.0,Petrol,Individual,Manual,First Owner,14.0,1798.0,160.0,250Nm@ 1500~4500rpm,5.0,2
109,Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010.0,30000.0,48000.0,Petrol,Individual,Manual,First Owner,15.0,1172.0,65.0,96 Nm at 3000 rpm,5.0,2
112,Hyundai Verna 1.6 SX,2013.0,52200.0,150000.0,Diesel,Individual,Manual,Second Owner,22.0,1582.0,126.0,259.8Nm@ 1900-2750rpm,5.0,2
113,Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,45199.9,69000.0,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,219.6Nm@ 1500-2750rpm,5.0,2
114,Toyota Corolla Altis G,2009.0,30000.0,100000.0,Petrol,Individual,Manual,Second Owner,14.0,1798.0,138.0,173Nm@ 4000rpm,5.0,2
115,Maruti Celerio VXI,2020.0,47500.0,13000.0,Petrol,Individual,Manual,First Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
118,Maruti Wagon R VXI BS IV,2017.0,44000.0,35000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
120,Nissan Terrano XL 85 PS,2014.0,40000.0,70000.0,Diesel,Individual,Manual,Third Owner,20.0,1461.0,83.0,200Nm@ 1900rpm,5.0,2
123,Maruti Swift Dzire VDi,2012.0,37000.0,175000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
124,Renault KWID 1.0,2018.0,35000.0,25000.0,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,91Nm@ 4250rpm,5.0,2
125,Maruti Celerio VXI,2015.0,36000.0,40000.0,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
127,Maruti Ertiga VDI,2013.0,62500.0,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1248.0,88.0,200Nm@ 1750rpm,7.0,2
153,Volkswagen Vento Petrol Highline,2011.0,37500.0,49000.0,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.0,153Nm@ 3800rpm,5.0,2
154,Hyundai Elantra SX,2012.0,55000.0,95000.0,Petrol,Individual,Manual,First Owner,16.0,1797.0,147.0,177.5Nm@ 4700rpm,5.0,2
161,Maruti Alto K10 VXI,2011.0,17500.0,11000.0,Petrol,Dealer,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
162,Maruti Swift VXI,2012.0,34000.0,24300.0,Petrol,Dealer,Manual,First Owner,21.0,1197.0,81.0,113Nm@ 4200rpm,5.0,2
171,Volkswagen Vento Diesel Highline,2011.0,30000.0,100000.0,Diesel,Individual,Manual,Second Owner,20.0,1598.0,103.0,250Nm@ 1500-2500rpm,5.0,2
173,Ford Figo Diesel LXI,2011.0,16000.0,120000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,2
175,Maruti Wagon R AMT VXI,2015.0,39000.0,50000.0,Petrol,Individual,Automatic,Second Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
178,Maruti Ritz VDi,2010.0,22000.0,120000.0,Diesel,Individual,Manual,First Owner,21.0,1248.0,73.0,113Nm@ 4500rpm,5.0,2
179,Hyundai Grand i10 Magna,2015.0,42500.0,70000.0,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,2
181,Hyundai Grand i10 Sportz,2014.0,40000.0,60000.0,Petrol,Individual,Manual,Second Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,2
182,Maruti Swift Dzire VXI,2014.0,48700.0,35000.0,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.0,114Nm@ 4000rpm,5.0,2
185,Toyota Corolla Altis Diesel D4DG,2010.0,30000.0,60000.0,Diesel,Individual,Manual,First Owner,21.0,1364.0,87.0,205Nm@ 1800-2800rpm,5.0,2
190,Honda City 1.5 S MT,2009.0,34500.0,47000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,2
192,Maruti Wagon R VXI BS IV with ABS,2010.0,21500.0,120600.0,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
193,Hyundai Verna Transform SX VTVT,2010.0,32000.0,100000.0,Petrol,Individual,Manual,Third Owner,16.0,1599.0,103.0,14.9 KGM at 3000 RPM,5.0,2
202,Honda Brio S MT,2014.0,29000.0,60000.0,Petrol,Individual,Manual,Second Owner,19.0,1198.0,86.0,109Nm@ 4500rpm,5.0,2
203,Maruti Wagon R LXI CNG,2016.0,36000.0,50000.0,CNG,Individual,Manual,First Owner,26.0,998.0,58.0,77Nm@ 3500rpm,5.0,2
205,Hyundai i20 Sportz 1.2,2013.0,37500.0,70000.0,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,113.7Nm@ 4000rpm,5.0,2
207,Maruti Wagon R AMT VXI,2018.0,42000.0,35000.0,Petrol,Individual,Automatic,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
209,Maruti Alto 800 LXI,2018.0,27000.0,20000.0,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69Nm@ 3500rpm,5.0,2
213,Hyundai i20 Magna,2013.0,32000.0,31377.0,Petrol,Individual,Manual,Second Owner,18.0,1197.0,82.0,113.7Nm@ 4000rpm,5.0,2
215,Maruti Wagon R VXI BS IV,2015.0,29000.0,60000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
216,Toyota Corolla Altis 1.8 VL AT,2012.0,55000.0,100000.0,Petrol,Individual,Automatic,First Owner,14.0,1794.0,138.0,173Nm@ 4000rpm,5.0,2
217,Honda Brio S MT,2012.0,26500.0,60000.0,Petrol,Individual,Manual,First Owner,19.0,1198.0,86.0,109Nm@ 4500rpm,5.0,2
220,Maruti Alto LXi,2011.0,16000.0,25000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,2
221,Renault KWID RXT,2018.0,33500.0,30000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,2
225,Maruti Alto 800 LXI,2015.0,24500.0,40000.0,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69Nm@ 3500rpm,5.0,2
229,Nissan Sunny XL,2014.0,55000.0,37000.0,Petrol,Individual,Manual,First Owner,16.0,1498.0,97.0,134Nm@ 4000rpm,5.0,2
231,Nissan Micra Active XV S,2015.0,30000.0,80000.0,Petrol,Individual,Manual,First Owner,19.0,1198.0,67.0,104Nm@ 4000rpm,5.0,2
232,Maruti Wagon R LXI Optional,2016.0,35000.0,140000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
234,Mahindra Quanto C8,2013.0,30000.0,120000.0,Diesel,Individual,Manual,Second Owner,17.0,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,2
235,Maruti Ritz LDi,2010.0,25000.0,110000.0,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
237,Renault KWID RXT,2016.0,27000.0,44000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,2
241,Hyundai Santro Xing GLS,2011.0,16500.0,75000.0,Petrol,Individual,Manual,First Owner,17.0,1086.0,62.0,96.1Nm@ 3000rpm,5.0,2
245,Maruti Swift Dzire VDI,2013.0,55000.0,70000.0,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,2
247,Hyundai i10 Sportz 1.2,2009.0,20000.0,53000.0,Petrol,Individual,Manual,Second Owner,20.0,1197.0,78.0,111.8Nm@ 4000rpm,5.0,2
248,Maruti Swift Dzire VDI,2014.0,50000.0,120000.0,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,2
253,Maruti Swift LXI Optional-O,2015.0,35000.0,100000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,83.0,113Nm@ 4200rpm,5.0,2
254,Tata Indica Vista TDI LS,2013.0,17000.0,162500.0,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,135.4Nm@ 2500rpm,5.0,2
259,Hyundai Verna 1.6 CRDI,2013.0,53000.0,92500.0,Diesel,Individual,Manual,First Owner,22.0,1582.0,126.0,259.9Nm@ 1900-2750rpm,5.0,2
260,Maruti Swift Dzire VDI,2012.0,36000.0,158000.0,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,2
261,Maruti Swift Dzire LDi,2012.0,31000.0,120000.0,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
263,Maruti Swift Dzire ZDi,2012.0,34000.0,110000.0,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
266,Tata Tiago 1.05 Revotorq XZ,2016.0,38000.0,70000.0,Diesel,Individual,Manual,First Owner,27.0,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,2
267,Nissan Sunny XL AT Special Edition,2013.0,35000.0,90000.0,Petrol,Individual,Automatic,Second Owner,17.0,1498.0,99.0,134Nm@ 4000rpm,5.0,2
272,Maruti Swift Dzire ZDi,2012.0,32000.0,193000.0,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
273,Maruti Swift 1.2 DLX (Only Delhi),2014.0,37500.0,80000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113Nm@ 4200rpm,5.0,2
278,Tata Tiago Wizz 1.05 Revotorq,2017.0,35000.0,120000.0,Diesel,Individual,Manual,First Owner,27.0,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,2
281,Honda Brio Exclusive Edition,2014.0,33500.0,33033.0,Petrol,Dealer,Manual,First Owner,19.0,1198.0,86.0,109Nm@ 4500rpm,5.0,2
282,Hyundai Grand i10 AT Asta,2015.0,46500.0,63063.0,Petrol,Dealer,Automatic,First Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,2
283,Tata Manza Club Class Quadrajet90 LX,2012.0,29000.0,60000.0,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.0,200Nm@ 1750-3000rpm,5.0,2
289,Maruti Omni E MPI STD BS IV,2016.0,22000.0,35000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,34.0,59Nm@ 2500rpm,8.0,2
292,Hyundai i10 Sportz AT,2013.0,29000.0,50000.0,Petrol,Individual,Automatic,First Owner,16.0,1197.0,78.0,111.8Nm@ 4000rpm,5.0,2
294,Hyundai i10 Sportz AT,2011.0,26500.0,20000.0,Petrol,Individual,Automatic,First Owner,16.0,1197.0,78.0,111.8Nm@ 4000rpm,5.0,2
295,Maruti Swift VXI,2012.0,33000.0,50000.0,Petrol,Individual,Manual,Second Owner,18.0,1197.0,85.0,114Nm@ 4000rpm,5.0,2
296,Maruti Swift VXI,2012.0,33000.0,50000.0,Petrol,Individual,Manual,Second Owner,18.0,1197.0,85.0,114Nm@ 4000rpm,5.0,2
298,Hyundai Verna 1.6 SX VTVT (O),2014.0,50000.0,70000.0,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,154.9Nm@ 4200rpm,5.0,2
299,Hyundai i20 Active 1.2,2015.0,52500.0,50000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.73Nm@ 4000rpm,5.0,2
304,Maruti Swift Dzire VXI,2014.0,40900.0,70000.0,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.0,114Nm@ 4000rpm,5.0,2
305,Hyundai Grand i10 CRDi Sportz,2015.0,39500.0,80000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0,2
307,Maruti Swift Dzire VXI,2014.0,40000.0,70000.0,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.0,114Nm@ 4000rpm,5.0,2
308,Chevrolet Beat LS,2012.0,12000.0,60000.0,Petrol,Individual,Manual,Third Owner,18.0,1199.0,79.0,108Nm@ 4400rpm,5.0,2
313,Maruti Ertiga VXI,2013.0,53500.0,90000.0,Petrol,Individual,Manual,Third Owner,16.0,1373.0,93.0,130Nm@ 4000rpm,7.0,2
314,Nissan Terrano XV Premium 110 PS,2014.0,55500.0,80100.0,Diesel,Individual,Manual,Second Owner,19.0,1461.0,108.0,248Nm@ 2250rpm,5.0,2
315,Honda City i VTEC VX,2014.0,72500.0,120000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,117.0,145Nm@ 4600rpm,5.0,2
317,Renault KWID RXL,2016.0,22999.9,40000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,2
319,Maruti Wagon R VXI BS IV,2017.0,40999.9,47000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
325,Maruti Swift Dzire VXi AT,2012.0,42000.0,120000.0,Petrol,Individual,Automatic,First Owner,17.0,1197.0,85.0,114Nm@ 4000rpm,5.0,2
326,Maruti Swift LXI Option,2014.0,40000.0,50000.0,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113Nm@ 4200rpm,5.0,2
329,Maruti Celerio LXI,2017.0,35100.0,36000.0,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
331,Maruti Ritz LDi,2011.0,18500.0,185000.0,Diesel,Individual,Manual,Third Owner,21.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
332,Nissan Micra Diesel XV,2011.0,25000.0,50000.0,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.0,160Nm@ 2000rpm,5.0,2
334,Hyundai Verna 1.6 SX VTVT (O),2013.0,50000.0,50000.0,Petrol,Individual,Manual,Second Owner,17.0,1591.0,121.0,154.9Nm@ 4200rpm,5.0,2
338,Maruti Swift Dzire ZDi,2011.0,26500.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248.0,73.0,190Nm@ 2000rpm,5.0,2
339,Maruti A-Star Vxi,2010.0,13000.0,162000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.0,90Nm@ 3500rpm,5.0,2
340,Maruti Ertiga VDI,2013.0,48000.0,110000.0,Diesel,Individual,Manual,Third Owner,20.0,1248.0,88.0,200Nm@ 1750rpm,7.0,2
341,Maruti Swift Ldi BSIII,2008.0,17000.0,120000.0,Diesel,Individual,Manual,Third Owner,17.0,1248.0,75.0,190Nm@ 2000rpm,5.0,2
342,Nissan Micra Diesel XV,2011.0,27500.0,45000.0,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.0,160Nm@ 2000rpm,5.0,2
344,Ford Figo Diesel Titanium,2010.0,17000.0,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,2
348,Datsun GO T Option BSIV,2016.0,33500.0,40000.0,Petrol,Dealer,Manual,First Owner,20.0,1198.0,67.0,104Nm@ 4000rpm,5.0,2
349,Hyundai Grand i10 Asta,2015.0,43499.9,40000.0,Petrol,Dealer,Manual,First Owner,18.0,1197.0,82.0,114Nm@ 4000rpm,5.0,2
351,Renault KWID RXL,2018.0,39000.0,13000.0,Petrol,Dealer,Manual,First Owner,20.0,799.0,53.0,72Nm@ 4386rpm,5.0,2
352,Honda Brio 1.2 VX MT,2012.0,32500.0,40000.0,Petrol,Dealer,Manual,First Owner,18.0,1198.0,86.0,109Nm@ 4500rpm,5.0,2
354,Nissan Sunny XV Special Edition,2012.0,45000.0,9000.0,Petrol,Dealer,Manual,First Owner,16.0,1498.0,97.0,134Nm@ 4000rpm,5.0,2
355,Toyota Etios Liva GD SP,2013.0,40000.0,70000.0,Diesel,Dealer,Manual,Second Owner,23.0,1364.0,67.0,170Nm@ 1800-2400rpm,5.0,2
356,Hyundai i10 Sportz,2009.0,21500.0,60000.0,Petrol,Dealer,Manual,First Owner,20.0,1197.0,78.0,111.8Nm@ 4000rpm,5.0,2
360,Tata Indigo CS eGLX BS IV,2011.0,15000.0,50000.0,Petrol,Individual,Manual,Second Owner,15.0,1193.0,64.0,100Nm@ 2700rpm,5.0,2
363,Tata Nano STD,2012.0,6400.0,18000.0,Petrol,Dealer,Manual,First Owner,25.0,624.0,37.0,51Nm@ 4000rpm,4.0,2
364,Nissan Micra Diesel XL,2013.0,25000.0,120000.0,Diesel,Individual,Manual,First Owner,23.0,1461.0,63.0,160Nm@ 2000rpm,5.0,2
367,Hyundai i10 Magna,2010.0,14000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.0,1197.0,78.0,111.7Nm@ 4000rpm,5.0,2
368,Renault KWID RXT,2016.0,30000.0,30000.0,Petrol,Individual,Manual,First Owner,25.0,799.0,53.0,72Nm@ 4386rpm,5.0,2
376,Maruti Wagon R LXI,2013.0,22500.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
389,Hyundai i10 Magna,2010.0,15000.0,106000.0,Petrol,Individual,Manual,Third Owner,20.0,1197.0,78.0,111.7Nm@ 4000rpm,5.0,2
392,Maruti Swift Dzire VDI,2015.0,48000.0,90000.0,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190Nm@ 2000rpm,5.0,2
395,Maruti SX4 Celebration Diesel,2012.0,30000.0,100000.0,Diesel,Individual,Manual,Second Owner,21.0,1248.0,88.0,200Nm@ 1750rpm,5.0,2
398,Maruti Alto 800 VXI,2016.0,24000.0,50000.0,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69Nm@ 3500rpm,5.0,2
403,Maruti Alto K10 VXI,2014.0,21500.0,80000.0,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
405,Maruti Alto K10 LXI,2010.0,15000.0,80000.0,Petrol,Individual,Manual,First Owner,20.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
406,Hyundai EON Sportz,2013.0,21900.0,50000.0,Petrol,Individual,Manual,Second Owner,21.0,814.0,55.0,74.5Nm@ 4000rpm,5.0,2
408,Maruti Eeco Smiles 5 Seater AC,2013.0,26000.0,120000.0,Petrol,Individual,Manual,Second Owner,15.0,1196.0,73.0,101Nm@ 3000rpm,5.0,2
415,Maruti Wagon R LXI,2013.0,22500.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
431,Hyundai Xcent 1.1 CRDi S Option,2015.0,40999.9,135000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0,2
433,Toyota Etios Liva Diesel,2013.0,45000.0,67000.0,Diesel,Individual,Manual,First Owner,23.0,1364.0,67.0,170Nm@ 1800-2400rpm,5.0,2
436,Nissan Micra Diesel XV,2011.0,25499.9,110000.0,Diesel,Individual,Manual,Second Owner,23.0,1461.0,63.0,160Nm@ 2000rpm,5.0,2
438,Maruti Swift Dzire VDI,2013.0,53000.0,120000.0,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,190Nm@ 2000rpm,5.0,2
440,Mahindra Verito 1.5 D2 BSIII,2011.0,22999.9,170000.0,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.0,160Nm@ 2000rpm,5.0,2
443,Hyundai Xcent 1.2 Kappa S Option,2015.0,40999.9,93000.0,Petrol,Individual,Manual,First Owner,19.0,1197.0,81.0,113.75Nm@ 4000rpm,5.0,2
445,Maruti Celerio VXI,2014.0,32000.0,50000.0,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90Nm@ 3500rpm,5.0,2
446,Ford Figo Diesel EXI,2015.0,29200.0,70000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,2
