,name,year,price,kms,fuel,seller_type,transmission,owner,mileage,engine_cc,horsepower,torque,seats,cluster
1025,Maruti Alto LX,2000.0,10800.0,206000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1161,Maruti Alto LXI,2005.0,9000.0,40000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1162,Maruti Alto LXI,2005.0,8000.0,40000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1195,Maruti Alto LXi,2007.0,9500.0,70000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1222,Maruti Alto LX,2006.0,10000.0,40000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1230,Chevrolet Optra 1.6 LT Royale,2006.0,19000.0,94000.0,Petrol,Individual,Manual,Second Owner,17.0,1599.0,104.0,148Nm@ 3500rpm,5.0,5
1245,Hyundai Getz GLX,2005.0,9500.0,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1341.0,83.0,115Nm@ 3200rpm,5.0,5
1252,Maruti 800 Std BSII,2003.0,3500.0,35000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1259,Hyundai Getz GLE,2006.0,9000.0,100000.0,Petrol,Individual,Manual,Third Owner,15.0,1341.0,83.0,115Nm@ 3200rpm,5.0,5
1263,Hyundai Getz GLE,2006.0,8100.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1341.0,83.0,115Nm@ 3200rpm,5.0,5
1265,Honda City 1.5 EXI,2002.0,8100.0,161000.0,Petrol,Individual,Manual,Fourth & Above Owner,13.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0,5
1266,Maruti Alto LX,2005.0,9500.0,70000.0,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1288,Maruti Alto LX,2004.0,6000.0,113000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1316,Maruti Wagon R LXI,2005.0,15000.0,150000.0,Petrol,Individual,Manual,Third Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
1317,Maruti Wagon R AX,2006.0,7500.0,60000.0,Petrol,Individual,Automatic,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
1379,Maruti 800 DX 5 Speed,2001.0,7500.0,35000.0,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1430,Maruti 800 AC BSIII,2002.0,12000.0,120000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1468,Maruti 800 DX,1999.0,5200.0,100000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1474,Maruti 800 AC,1994.0,4500.0,60000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1484,Maruti Zen VXi - BS III,2003.0,12000.0,120000.0,Petrol,Individual,Manual,Third Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
1487,Maruti Alto LXi BSIII,2006.0,16000.0,90000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1501,Maruti Wagon R LXI,2004.0,7000.0,70000.0,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
1502,Maruti 800 Std BSII,2004.0,4500.0,77000.0,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1555,Maruti Alto LX,2005.0,9000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1611,Maruti Alto LXi BSIII,2005.0,18000.0,49455.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1649,Hyundai Santro Xing GL,2008.0,10500.0,128000.0,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.0,96.1Nm@ 3000rpm,5.0,5
1742,Maruti Alto LXi,2008.0,11000.0,80000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1775,Maruti 800 AC,2000.0,4500.0,50000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1806,Maruti 800 AC BSIII,2007.0,6000.0,62000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1822,Tata Indica V2 DLE BSIII,2007.0,20000.0,50000.0,Diesel,Individual,Manual,First Owner,17.0,1396.0,52.0,85Nm@ 2500rpm,5.0,5
1852,Maruti 800 Std MPFi,2003.0,4500.0,35000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1882,Maruti Zen LX,2000.0,11000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
1886,Maruti Alto LXI,2004.0,11800.0,60000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1889,Maruti Alto LXi,2006.0,12000.0,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1890,Maruti 800 Std MPFi,2003.0,6500.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1891,Maruti Alto LX,2006.0,15000.0,100000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1893,Hyundai Accent VIVA CRDi,2004.0,17000.0,160000.0,Diesel,Individual,Manual,Third Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
1895,Hyundai Accent CRDi,2005.0,10000.0,100000.0,Diesel,Individual,Manual,Third Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
1926,Maruti 800 Std,2004.0,3150.4,110000.0,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
1940,Maruti Alto LXi,2007.0,13000.0,88700.0,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
1971,Honda City 1.5 GXI,2004.0,19800.0,110000.0,Petrol,Individual,Manual,Third Owner,12.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0,5
1973,Maruti Wagon R LXI,2005.0,13000.0,140000.0,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2009,Maruti 800 AC BSII,2004.0,5500.0,50000.0,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2049,Maruti Zen Base,2002.0,6500.0,80000.0,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
2055,Maruti Wagon R LXI,2003.0,5000.0,147000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2114,Maruti 800 Std BSII,2004.0,7500.0,46000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2140,Daewoo Matiz SS,2000.0,8600.0,46951.0,Petrol,Individual,Manual,First Owner,18.0,796.0,53.0,71Nm@ 3500rpm,5.0,5
2145,Maruti Zen LXI,2001.0,3000.0,10000.0,Petrol,Individual,Manual,First Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
2167,Maruti Zen LXI,2005.0,6000.0,90000.0,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
2183,Maruti Alto LXi,2008.0,12800.0,19000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2233,Maruti 800 AC,2006.0,12000.0,40000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2245,Hyundai Getz GLS,2005.0,13000.0,50000.0,Petrol,Individual,Manual,Second Owner,15.0,1341.0,83.0,115Nm@ 3200rpm,5.0,5
2256,Maruti 800 AC,2007.0,3500.0,10000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2279,Maruti Wagon R LX,2006.0,13000.0,80000.0,Petrol,Individual,Manual,Third Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2286,Maruti Alto LX,2006.0,12000.0,30000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2290,Maruti Wagon R VXI,2006.0,25000.0,70000.0,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2313,Maruti Zen LXi - BS III,2005.0,6000.0,70000.0,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
2323,Maruti 800 Std,2006.0,11499.9,59000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2327,Maruti Omni 5 Str STD,1998.0,8000.0,70000.0,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0,5
2330,Chevrolet Spark 1.0 LS,2007.0,9000.0,93000.0,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,5
2332,Maruti Alto LX,2007.0,13500.0,57000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2340,Maruti Zen LX,1999.0,5000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
2364,Maruti Wagon R PRIMEA,2006.0,12000.0,90000.0,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2412,Maruti Baleno LXI,2005.0,5000.0,90000.0,Petrol,Individual,Manual,Second Owner,15.0,1590.0,94.0,130Nm@ 3000rpm,5.0,5
2424,Maruti 800 DX,1997.0,6000.0,25000.0,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2431,Chevrolet Spark 1.0,2008.0,4500.0,70000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,5
2455,Tata Indica V2 eXeta GLS,2006.0,11000.0,53523.0,Petrol,Dealer,Manual,First Owner,16.0,1193.0,64.0,99.8Nm@ 2700rpm,5.0,5
2458,Maruti 800 Std BSIII,2004.0,6500.0,56432.0,Petrol,Dealer,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2459,Maruti 800 AC,2002.0,6000.0,52365.0,Petrol,Dealer,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2460,Maruti Alto LXi BSIII,2007.0,12000.0,53512.0,Petrol,Dealer,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2465,Maruti Omni 8 Seater BSIV,2008.0,11499.9,58632.0,Petrol,Dealer,Manual,Second Owner,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0,5
2474,Maruti Alto LX,2007.0,13000.0,78000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2496,Maruti Zen LX,2002.0,7500.0,30000.0,Petrol,Individual,Manual,Third Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
2505,Maruti Alto LXi BSIII,2008.0,10000.0,70000.0,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2507,Maruti Alto LXi,2006.0,8500.0,150000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2521,Maruti Wagon R LXI,2004.0,8500.0,110000.0,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2609,Maruti Wagon R LXI,2003.0,5500.0,167000.0,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2615,Chevrolet Spark 1.0 LT,2007.0,7200.0,40000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,5
2616,Tata Indica V2 DL BSIII,2007.0,9000.0,50000.0,Diesel,Individual,Manual,First Owner,17.0,1396.0,52.0,85Nm@ 2500rpm,5.0,5
2737,Maruti Wagon R LX,2005.0,11000.0,110000.0,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
2761,Maruti 800 EX,2004.0,7000.0,220000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2784,Maruti 800 AC,2008.0,6000.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2785,Maruti Alto LXi BSIII,2008.0,11299.9,80000.0,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
2818,Maruti 800 Std,2001.0,3900.0,42108.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2880,Ford Ikon 1.6 EXi NXt,2003.0,15000.0,40000.0,Petrol,Individual,Manual,Third Owner,14.0,1597.0,92.0,130@ 2500(kgm@ rpm),5.0,5
2886,Maruti 800 AC,2000.0,6000.0,100000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
2928,Hyundai Santro Xing GLS,2007.0,15000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1086.0,62.0,96.1Nm@ 3000rpm,5.0,5
2972,Maruti Alto LXi,2006.0,9450.0,44000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
3019,Maruti Alto LX BSIII,2007.0,11800.0,110000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
3025,Maruti Wagon R AX Minor,2007.0,8000.0,63000.0,Petrol,Individual,Automatic,Third Owner,18.0,1061.0,67.0,84Nm@ 3500rpm,5.0,5
3032,Maruti Wagon R LX Minor,2007.0,8500.0,100000.0,Petrol,Individual,Manual,Third Owner,18.0,1061.0,67.0,84Nm@ 3500rpm,5.0,5
3046,Maruti 800 DX,1998.0,4500.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
3064,Maruti Wagon R VXI,2006.0,13500.0,62900.0,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
3125,Maruti Alto LX BSIII,2007.0,15000.0,75000.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
3126,Hyundai Getz GLS,2005.0,15000.0,89000.0,Petrol,Individual,Manual,Second Owner,15.0,1341.0,83.0,115Nm@ 3200rpm,5.0,5
3323,Maruti Alto LX,2004.0,10000.0,100000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
3378,Ambassador CLASSIC 1500 DSL AC,2000.0,7500.0,90000.0,Diesel,Individual,Manual,Second Owner,12.0,1489.0,35.0,72.9Nm@ 2250rpm,5.0,5
3433,Maruti Alto LXI,2004.0,10500.0,96000.0,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
3459,Maruti Zen Estilo 1.1 LX BSIII,2007.0,7000.0,80000.0,Petrol,Individual,Manual,Second Owner,18.0,1061.0,64.0,84Nm@ 3500rpm,5.0,5
3460,Maruti Zen Estilo 1.1 LX BSIII,2007.0,7000.0,80000.0,Petrol,Individual,Manual,Second Owner,18.0,1061.0,64.0,84Nm@ 3500rpm,5.0,5
3509,Maruti Alto LX,2006.0,12000.0,100000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
3515,Maruti Omni 8 Seater BSII,2008.0,10000.0,120000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,35.0,6.1kgm@ 3000rpm,8.0,5
3546,Honda Civic 1.8 (E) MT,2006.0,15000.0,80000.0,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,172Nm@ 4300rpm,5.0,5
3595,Maruti 800 EX BSII,2003.0,5559.9,36088.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
3608,Maruti Wagon R LXI,2003.0,13500.0,40000.0,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
3661,Tata Indica GLS BS IV,2007.0,7800.0,38000.0,Petrol,Individual,Manual,Second Owner,15.0,1193.0,65.0,102Nm@ 2600rpm,5.0,5
3681,Maruti 800 EX BSII,2003.0,5559.9,36088.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
3752,Maruti 800 AC,2008.0,6500.0,40000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
3797,Maruti Zen Estilo LXI BSIII,2007.0,8500.0,160000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
3801,Maruti Wagon R VXI Minor,2007.0,15000.0,70000.0,Petrol,Individual,Manual,Third Owner,18.0,1061.0,67.0,84Nm@ 3500rpm,5.0,5
3805,Maruti Wagon R LXI,2006.0,7000.0,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
3807,Maruti Wagon R LXI,2005.0,6500.0,35000.0,Petrol,Individual,Manual,First Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
3829,Maruti Wagon R LXI,2005.0,7000.0,188000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
3890,Maruti 800 Std,1995.0,5500.0,70000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
3920,Maruti Zen LX,2003.0,5800.0,170000.0,Petrol,Individual,Manual,Third Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
3925,Maruti Alto LXi,2008.0,14500.0,120000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
4013,Maruti Wagon R VXI,2003.0,6500.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
4017,Maruti Gypsy King Soft Top MPI BSIV,2002.0,35000.0,60000.0,Petrol,Individual,Manual,First Owner,11.0,1298.0,80.0,103Nm@ 4500rpm,8.0,5
4033,Daewoo Matiz SD,2001.0,4500.0,137000.0,Petrol,Individual,Manual,First Owner,18.0,796.0,53.0,71Nm@ 3500rpm,5.0,5
4108,Maruti 800 DX,1996.0,4000.0,32000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
4121,Maruti Alto LXi,2007.0,10000.0,90000.0,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
4160,Maruti 800 Std,2002.0,5000.0,62000.0,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
4165,Maruti Wagon R VXI,2005.0,12000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
4172,Maruti Alto LX,2006.0,10000.0,42500.0,Petrol,Individual,Manual,First Owner,19.0,796.0,46.0,62Nm@ 3000rpm,5.0,5
4181,Tata Indica GLS BS IV,2007.0,7500.0,100000.0,Petrol,Individual,Manual,Second Owner,15.0,1193.0,65.0,102Nm@ 2600rpm,5.0,5
4285,Maruti 800 DX,1998.0,7000.0,100000.0,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,59Nm@ 2500rpm,4.0,5
4291,Maruti Zen LX - BS III,2006.0,10000.0,120000.0,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,78Nm@ 4500rpm,5.0,5
4310,Maruti Zen Estilo 1.1 LXI BSIII,2007.0,15000.0,35000.0,Petrol,Individual,Manual,First Owner,18.0,1061.0,64.0,84Nm@ 3500rpm,5.0,5
4344,Hyundai Accent CRDi,2006.0,12000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.0,1493.0,82.0,187Nm@ 2500rpm,5.0,5
4358,Honda City 1.5 GXI,2004.0,19800.0,110000.0,Petrol,Individual,Manual,Third Owner,12.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0,5
4360,Maruti Wagon R LXI,2005.0,13000.0,140000.0,Petrol,Individual,Manual,Second Owner,18.0,998.0,67.0,90Nm@ 3500rpm,5.0,5
4372,Opel Astra 1.6,1998.0,6800.0,110000.0,Petrol,Individual,Manual,Third Owner,13.0,1598.0,77.0,121Nm@ 2800rpm,5.0,5
4373,Skoda Octavia Classic 1.9 TDI MT,2006.0,28000.0,150000.0,Diesel,Individual,Manual,Third Owner,18.0,1896.0,66.0,210 / 1900,5.0,5
4440,Tata Indica GLS BS IV,2007.0,12500.0,50000.0,Petrol,Individual,Manual,First Owner,15.0,1193.0,65.0,102Nm@ 2600rpm,5.0,5
